id,start_date,lat,lon,l3,surface_total,surface_covered,price,title,property_type,operation_type
uZNdKfHENQTrEMc88FJOBA==,2019-05-04,-34.578787,-58.406842,Barrio Norte,50.0,50.0,21000.0,2 AMBIENTES CON AMENITIES APTO PROFESIONAL,Departamento,Alquiler
IaSa21SvNJb0xcQ57AXXcA==,2019-05-04,-34.6039582,-58.4486232,Villa Crespo,42.0,42.0,12000.0,DEPARTAMENTO 2 AMBIENTES AMPLIOS EN ALQUILER - VILLA CRESPO,Departamento,Alquiler
v6ABZpwWNuoBLhhao0vd0Q==,2019-05-04,-34.5976693,-58.4409809,Villa Crespo,45.0,42.0,20000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
lmjxwWNeqs0uXJ04hFpeJA==,2019-05-04,-34.5688599,-58.4927818,Villa Urquiza,56.0,53.0,16000.0,Departamento 2 ambientes con cochera,Departamento,Alquiler
a8CARgqv34WCAai8Gbphaw==,2019-05-04,-34.570884,-58.4886936,Villa Urquiza,55.0,45.0,18000.0,Dos Ambientes Habitación en Suite Balcón amplio Toilette,Departamento,Alquiler
FPRivRhIaA7jscuqwpnFrg==,2019-05-04,-34.6303762,-58.463539,Flores,56.0,52.0,14000.0,"Alquiler 3 ambientes en tercer piso, al frente con balcon, luminoso y en excelente ubicacion, mts de Subte A Plaza Flores.",Departamento,Alquiler
MSetRrf5L6dZ3OB8i/BQTA==,2019-05-04,-34.6306138,-58.4665646,Flores,60.0,60.0,14000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
gttFslK5Uk7gKl6Dp3ZgYA==,2019-05-04,,,Flores,70.0,63.0,18000.0,"FLORES,3AMBIENTES,LATERAL,PISCINA,AMENITIES,SEGURIDAD",Departamento,Alquiler
XiZXlrLieUVmzHb2WtRVZg==,2019-05-04,-34.628685,-58.467167,Flores,78.0,70.0,18000.0,Alquiler Departamento en Flores Capital Federal yerbal 2662,Departamento,Alquiler
KMTc/mUSOW9Feto3ihsexA==,2019-05-04,-34.5878735,-58.4201095,Palermo,55.0,52.0,15000.0,"Semipiso 3 ambientes con cocina y lav separado y balcón, la mejor zona PALERMO SOHO",Departamento,Alquiler
i99XZOKMSfKfqY4P+tQJ6w==,2019-05-04,-34.5865969,-58.4231564,Palermo,55.0,55.0,22000.0,"ARMENIA 2148  PISO 15 EN TORRE TRES AMBIENTES AMOBLADO , ALQUILER",Departamento,Alquiler
UDLgFVJWC+j7qGs6Nms/aQ==,2019-05-04,-34.588207,-58.411487,Palermo,95.0,95.0,26000.0,ALQUILER 4 AMB BALCON PALERMO,Departamento,Alquiler
pCqrznUvup8+oAmRiHuW/g==,2019-05-04,-34.570419,-58.434621,Palermo,85.0,71.0,22000.0,ALQ. DPTO 3 AMB. MÁS DEP. AL FTE CON BALCÓN,Departamento,Alquiler
A8DpxefV52RqTiKW3RdkOA==,2019-05-04,-34.5878132,-58.4188839,Palermo,65.0,57.0,21000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
zWcIbXRdjQrTh4ILlv5MaA==,2019-05-04,-34.5542582,-58.4481254,Belgrano,45.0,45.0,15500.0,"Dpto. 3 amb, Excelente zona de Belgrano Chico",Departamento,Alquiler
XyC4gX/y9siKAMfJz//Blw==,2019-05-04,-34.5645475,-58.4570008,Belgrano,70.0,65.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
SMMjKL4dehRt50A+VuUtAA==,2019-05-04,-34.5845348,-58.3993159,Recoleta,41.0,41.0,16500.0,ALQUILER Departamento de 3 AMBIENTES EN RECOLETA - Exclusiva ubicación entre Av.Las heras y Av.Libertador,Departamento,Alquiler
GIgnjfu/91eq7dr2Hr1BAw==,2019-05-04,-34.5845348,-58.3993159,Recoleta,41.0,41.0,16500.0,ALQUILER ESTRATÉGICO - 2 AMBIENTES EN RECOLETA,Departamento,Alquiler
V2YipRs5ERYH5h3vkzQ9YA==,2019-05-04,-34.599727,-58.391097,Recoleta,100.0,97.0,25000.0,Alquiler depto. Recoleta c/Vigilancia 3 amb. c/dep,Departamento,Alquiler
b9kuYuNVD+PQ+tDQLF8sYQ==,2019-05-04,-34.5968354,-58.385224,Recoleta,84.0,77.0,20000.0,M.T. de Alvear - Libertad: 2 dormitorios 2 baños dep. impecable vigilancia,Departamento,Alquiler
1rIrsBKjAjemqGoIHOc4oA==,2019-05-04,-34.6068825,-58.4552737,Caballito,46.0,46.0,15000.0,DEPARTAMENTO 3 AMBIENTES EN ALQUILER,Departamento,Alquiler
A4NCScL3tTEspgjIGFq7aw==,2019-05-04,,,Barrio Norte,70.0,70.0,19000.0,Suipacha y Arenales,Departamento,Alquiler
iwMhcBv7fkmrOdrqNVk0bQ==,2019-05-04,-34.59082,-58.408392,Barrio Norte,64.0,56.0,20000.0,Depto ALQUILER- Barrio Norte- 3 Amb.- con Balcón,Departamento,Alquiler
BPOOhGTM2sbLEA8I3IFkaw==,2019-05-04,-34.589043,-58.403887,Barrio Norte,55.0,50.0,17000.0,Excelente departamento de 3 ambientes al frente con Balcón,Departamento,Alquiler
vFkahFd/ICBG4udnAT2VWQ==,2019-05-04,-34.5708464,-58.4898876,Villa Urquiza,87.0,78.0,23000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
DFppMuhSRp8l1QaLMAyR3A==,2019-05-04,-34.594139,-58.419597,Palermo,100.0,94.0,29500.0,ALQUILER  PH 4 AMBIENTES PALERMO,PH,Alquiler
jRQOaadP0Hx0Pv2HeYbRJg==,2019-05-04,-34.5864054,-58.4201984,Palermo,72.0,72.0,26000.0,En alquiler muy lindo depto con patio. Malabia y Charcas.,Departamento,Alquiler
hZB9pUXGDzu/aa916AYZZg==,2019-05-04,-34.5830239287,-58.4119303406,Palermo,94.0,91.0,35000.0,Alquiler Palermo Dúplex 3 Dormitorios Cochera Fija,Departamento,Alquiler
cOVUXtrN0VCBTShbBroolA==,2019-05-04,-34.557585,-58.452237,Belgrano,75.0,70.0,22000.0,4 AMB EN BELGRANO BARRANCAS OPORTUNIDAD,Departamento,Alquiler
5X4SYvGatrVen+nM+abs/w==,2019-05-04,-34.565295,-58.460706,Belgrano,141.0,134.0,60000.0,PISO EN BELGRANO  4 AMBIENTES CON COCHERA,Departamento,Alquiler
UtHvuaSsFrlRgY2Txnxq9A==,2019-05-04,-34.597271,-58.386133,Recoleta,147.0,140.0,45000.0,Alquiler 3 ambientes/cochera/amenitis/apto profesi,Departamento,Alquiler
iiORtWvbPcbLsAFqRJsfrg==,2019-05-04,,,Caballito,86.0,80.0,25000.0,"PARQUE CENTENARIO 4 AMBIENTES BAÑO TOILETTE GRAN COCINA, BALCON AL FRENTE COCHERA FIJA CUBIERTA",Departamento,Alquiler
D4zW4lWr9Rf0BEpA6ur/OQ==,2019-06-05,-34.598082,-58.385739,Recoleta,150.0,150.0,29000.0,ALQUILER  OFICINA IMPECABLE  VIAMONTE 1300,Oficina,Alquiler
sRHcwlenLzfDDHqm+8nCwQ==,2019-06-05,-34.5967908,-58.3812865,Recoleta,136.0,136.0,55000.0,PISO OFICINA CORPORATIVA-RECOLETA,Oficina,Alquiler
K9yul/zjjELC3JB8Jehr8A==,2019-06-05,-34.5967908,-58.3812865,Recoleta,136.0,136.0,55000.0,PISO OFICINA CORPORATIVA-RECOLETA,Oficina,Alquiler
LU7eBvpSUAc6uNxFyqHM9Q==,2019-06-05,-34.6274383,-58.478013,Flores,37.0,37.0,10000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
4bfZy7JeWcXjGPRZSWymEw==,2019-06-05,-34.5774665185,-58.4325603466,Palermo,52.0,48.0,20000.0,Ángel J Carranza 2300 - Dúplex 2 ambientes - Palermo,Departamento,Alquiler
tOB0ZNHPsBJ3WgHVfbg0ZA==,2019-06-05,-34.5979931056,-58.4202635031,Palermo,34.0,34.0,12000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
ksRi2Xe5YXCSVNYHdPk4tg==,2019-06-05,-34.58006668,-58.44738388,Belgrano,40.0,40.0,22000.0,Jorge Newbery  3300 - $ 22.000 - Departamento Alquiler,Departamento,Alquiler
9u7fAYZ4FvIVtAZwZ8C2rQ==,2019-06-05,-34.5940566,-58.4063223,Barrio Norte,100.0,85.0,22000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
W5iD9d942eJRa9VoezNOaA==,2019-06-05,-34.58276749,-58.47475433,Villa Urquiza,28.0,26.0,10000.0,Torrent  1300 4°  - $ 10.000 - Departamento Alquiler,Departamento,Alquiler
M5oMx3r4tIgKFFd1yupuDA==,2019-06-05,-34.608509,-58.423606,Almagro,36.0,36.0,18000.0,LOCAL EN ALQUILER,Local comercial,Alquiler
DSSqONRm+EE7KPlB1HOFSA==,2019-06-05,-34.5891403,-58.399889,Palermo,120.0,120.0,40000.0,Av. Pueyrredon al 1900 y Peña 4 x 17   1º Total 120 m2 Sin Expensas,Local comercial,Alquiler
h9nKVQkELCfEVoj6y/l+kA==,2019-06-05,-34.5736463,-58.4362917,Belgrano,33.0,33.0,9800.0,Local  Comercial a metros de la Av. Cabildo !!!,Local comercial,Alquiler
dB2gSHoFTFWqbp2tkoswTw==,2019-06-05,-34.5653038,-58.4364138,Belgrano,55.0,55.0,48000.0,D'Odorico Propiedades -,Local comercial,Alquiler
QFIDq2l78otPxKs4GSp5EQ==,2019-06-05,-34.5891403,-58.399889,Recoleta,120.0,120.0,40000.0,Av. Pueyrredon al 1900 y Peña 4 x 17   1º Total 120 m2 Sin Expensas,Local comercial,Alquiler
2MTIbtUmQGMlIoM28TJxNQ==,2019-06-05,-34.594711,-58.385995,Recoleta,35.0,35.0,36500.0,LOCAL  ALQUILER RECOLETA,Local comercial,Alquiler
6BEOLhQZQekTwbo6KWdDOA==,2019-06-05,-34.5891403,-58.399889,Barrio Norte,120.0,120.0,40000.0,Av. Pueyrredon al 1900 y Peña 4 x 17   1º Total 120 m2 Sin Expensas,Local comercial,Alquiler
k6IYjMvh9wQQhiELvP1+8g==,2019-06-05,-34.5740955,-58.4391476,Belgrano,35.0,33.0,16000.0,Belgrano espectacular!!!! oficina -monoambiente,Oficina,Alquiler
POWXStILwbidcUaV/tUWuw==,2019-06-05,-34.5834314,-58.4283264,Palermo,33.0,30.0,23000.0,Departamento - Palermo Hollywood,Departamento,Alquiler
lpQZtbGIZpQsYH3PLQmEsA==,2019-06-05,-34.5780655,-58.4265317,Palermo,33.0,33.0,10000.0,Departamento - Palermo,Departamento,Alquiler
+A74Y8xXp4NvE0V9RN5qbw==,2019-06-05,-34.5834314,-58.4283264,Palermo,33.0,33.0,23000.0,Departamento - Palermo Hollywood,Departamento,Alquiler
H+Jl5BlarsE5Q9DdQgR3DQ==,2019-06-05,-34.5834314,-58.4283264,Palermo,33.0,30.0,23000.0,Departamento - Palermo Hollywood,Departamento,Alquiler
j6BezzjhWoXxep9LeQGKcw==,2019-06-05,-34.5834314,-58.4283264,Palermo,33.0,33.0,23000.0,Departamento - Palermo Hollywood,Departamento,Alquiler
SxD3e3sK1tOj4+Swulpz9g==,2019-06-05,-34.5804614,-58.425498,Palermo,28.0,26.0,15000.0,Departamento - Palermo,Departamento,Alquiler
2nXrW1Fd1Son0/sVi6jeiQ==,2019-06-05,-34.5740955,-58.4391476,Belgrano,35.0,33.0,16000.0,Belgrano monoambientes espectacular !!!! con amenities.,Departamento,Alquiler
ug+2wUIVL4rFiIA+gCDdBg==,2019-06-05,-34.5646144,-58.4565548,Belgrano,34.0,34.0,14000.0,Departamento - Belgrano,Departamento,Alquiler
Bdskj17V50Q10n8YH8enxA==,2019-06-05,-34.56291962,-58.46519089,Belgrano,49.0,41.0,18000.0,Blanco Encalada  3000 2°  - $ 18.000 - Departamento Alquiler,Departamento,Alquiler
rEOE1dKi6PJG4KsmA2Pkjw==,2019-06-05,-34.566675,-58.4533411,Belgrano,35.0,32.0,11000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
N9V9j8R8uhbS/NOIxFkXeA==,2019-06-05,-34.590778,-58.3925385,Recoleta,39.0,36.0,16000.0,Monoambiente impecable de casi 40 m2,Departamento,Alquiler
yh89SmRBKEPqcnJVMT4jCg==,2019-06-05,-34.5964193,-58.388467,Recoleta,34.0,30.0,13500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
KG+wCWdVDXstADfFgsHpmQ==,2019-06-05,-34.6159245,-58.4406027,Caballito,34.0,30.0,11000.0,Hermoso Monoambiente con Balcón - Luminoso - Ubicación Ideal.,Departamento,Alquiler
tK6yrF42Ff9U6IDQknpW9A==,2019-06-05,-34.61933136,-58.44046783,Caballito,46.0,43.0,12000.0,Colpayo  100 PB - $ 12.000 - Departamento Alquiler,Departamento,Alquiler
rz3jRO2eU9sMEfXd1Lq2oQ==,2019-06-05,-34.6337204,-58.44714737,Caballito,50.0,50.0,18500.0,Primera Junta  1500 2°  - $ 18.500 - Departamento Alquiler,Departamento,Alquiler
8BjJjhwj9u/kNo+7qDTuyg==,2019-06-05,-34.591648,-58.407143,Barrio Norte,32.0,32.0,13500.0,Alquiler Departamento en Barrio Norte Capital Federal Aguero 1600,Departamento,Alquiler
bQd3hhAmm+x61Rv5E5nE3Q==,2019-06-05,-34.6040284,-58.4556458,Villa Crespo,46.0,46.0,14000.0,Departamento - Villa Crespo,Departamento,Alquiler
u3yz+K7MXJ4wGKWR8KCWsg==,2019-06-05,-34.5794109417,-58.4818134662,Villa Urquiza,36.0,32.0,13800.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
WPUUrL8vLSM21Eqythml4g==,2019-06-05,-34.5427503,-58.4601452,Nuñez,60.0,55.0,27000.0,Departamento - Nuñez,Departamento,Alquiler
And/vwDMWBwWBSaUS9ZHdQ==,2019-06-05,-34.604469,-58.414764,Almagro,43.0,41.0,12000.0,Alquiler Departamento en Almagro Capital Federal Sánchez de Bustamante 444,Departamento,Alquiler
PANfi2Invivlez44fjxULg==,2019-06-05,-34.60743713,-58.42154312,Almagro,83.0,78.0,23000.0,Medrano  300 1°  - $ 23.000 - Departamento Alquiler,Departamento,Alquiler
Ktm7gsSdG2vBkJeZBHg9aQ==,2019-06-05,-34.6088121,-58.4280817,Almagro,42.0,32.0,12000.0,Departamento - Almagro,Departamento,Alquiler
qnQ0FqOleA7wYSIWFoycPA==,2019-06-05,-34.577371193,-58.4370517731,Palermo,44.0,38.0,18000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
fCZvl2RbwjLg4l7TQwx6sQ==,2019-06-05,-34.578882,-58.431513,Palermo,38.0,38.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
6kCBmME0N1JQ+A5wbWF+mg==,2019-06-05,-34.5732156,-58.4383516,Palermo,40.0,40.0,18500.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
puXHbznSzyqWNjUqiF5+gQ==,2019-06-05,-34.5824394,-58.4328746,Palermo,50.0,45.0,25000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
ThxMVwk8Qxmg2piU89q52g==,2019-06-05,-34.584297,-58.427185,Palermo,42.0,38.0,21500.0,Alquiler Departamento en Palermo Capital Federal GUATEMALA 5000,Departamento,Alquiler
px6xxR0lW8B2FyK4jNtkYQ==,2019-06-05,-34.5780764,-58.4326867,Palermo,36.0,35.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
V76M9bX/6esARuF073z+uQ==,2019-06-05,-34.579163,-58.4310693,Palermo,50.0,45.0,20000.0,DEPARTAMENTO EN ALQUILER DE 2 AMBIENTES EN PALERMO HOLLYWOOD EXCELENTE UBICACIÓN,Departamento,Alquiler
PhSvwyxW1ri7KOOQVdiAbg==,2019-06-05,-34.5572496,-58.4635159,Belgrano,47.0,45.0,17000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
rwQ71mJ6GVU4Wxdc4p5g+Q==,2019-06-05,-34.5641532,-58.456508,Belgrano,42.0,42.0,14000.0,Oficina - Belgrano,Departamento,Alquiler
J0JiRIrukX7yfAeD+5K1LQ==,2019-06-05,-34.5640987,-58.4521884,Belgrano,30.0,30.0,16000.0,Departamento - Belgrano C,Departamento,Alquiler
/5cIxeqAWGhp8g2veYo0Rw==,2019-06-05,-34.5641925,-58.4604735,Belgrano,44.0,37.0,12000.0,Departamento - Belgrano,Departamento,Alquiler
dQ+WzAbaRqfq2QQajIXaCg==,2019-06-05,-34.5882384,-58.3843038,Recoleta,41.0,41.0,18000.0,Departamento - Recoleta,Departamento,Alquiler
PBYBdDbJT+XZ0wLvSY4Zmg==,2019-06-05,-34.5947081,-58.4082244,Recoleta,40.0,40.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Z/KfYOoT7HBGOkc2CWdVtQ==,2019-06-05,-34.5873175,-58.4026625,Recoleta,37.0,37.0,16000.0,Coqueto 2 amb  37m2.soleado  Lateral Semiamoblado,Departamento,Alquiler
SvU8yY0iIdEIDvHElc4Cbg==,2019-06-05,-34.5896667,-58.3896046,Recoleta,44.0,37.0,15000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
Bsad1F/o7dCH+NceBqDLRQ==,2019-06-05,-34.626911,-58.443788,Caballito,36.0,36.0,10000.0,Departamento de 2 ambientes. 1° Piso por escalera. - Caballito,Departamento,Alquiler
OJi35WxcAEgzVudb08FoIg==,2019-06-05,-34.620591,-58.4551248,Caballito,49.0,43.0,17000.0,Departamento - Caballito,Departamento,Alquiler
AZ9ak/SU/8ps3TQ48paHFQ==,2019-06-05,-34.5919969,-58.4034743,Barrio Norte,46.0,42.0,17000.0,Departamento - Barrio Norte,Departamento,Alquiler
/ksBnugm7/LZQTBFYRbXbA==,2019-06-05,-34.5884665,-58.4032371,Barrio Norte,48.0,44.0,27000.0,Departamento venta 2 ambientes  - Recoleta,Departamento,Alquiler
yJf42f5XA2TjnUHF9RTn9A==,2019-06-05,-34.6016643,-58.4387707,Villa Crespo,45.0,45.0,20000.0,Departamento a estrenar de 2 amb con amenities VILLA CRESPO,Departamento,Alquiler
RxWCzZPfd4Ea4fDKgNR58w==,2019-06-05,-34.6004164,-58.4475837,Villa Crespo,53.0,45.0,17000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
PR+/uH9Ygn2ims8I0egDTQ==,2019-06-05,-34.597149,-58.437782,Villa Crespo,42.0,36.0,11000.0,Alquiler Departamento en Villa Crespo Capital Federal J.R.Velazco 623,Departamento,Alquiler
a1N1TYakS+TcE2NDXeYQnQ==,2019-06-05,-34.5975464,-58.4378201,Villa Crespo,49.0,43.0,20000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
0pUqnCDV5Bpf7X8HOAEJ4w==,2019-06-05,-34.5955162,-58.4394159,Villa Crespo,34.0,34.0,14000.0,Departamento - Villa Crespo,Departamento,Alquiler
yUuG8DVO4qMuC265qFVW+A==,2019-06-05,-34.5712553,-58.4810658,Villa Urquiza,60.0,48.0,17000.0,Depto 2AMB - Alquiler - Monroe 4600 - Villa Urquiza,Departamento,Alquiler
Z/ZGTz/q1ONstQjIRKp+5g==,2019-06-05,-34.5695913,-58.4898979,Villa Urquiza,46.0,42.0,14500.0,Alquiler 2 ambientes al frente V. Urquiza muy buen estado,Departamento,Alquiler
b17dCDclKtCepjXV0Az1fg==,2019-06-05,-34.5762909,-58.4854939,Villa Urquiza,40.0,40.0,12000.0,Departamento 2 ambientes en alquiler,Departamento,Alquiler
gziTR5nmVijDVjqVebigcQ==,2019-06-05,-34.5982748,-58.4369269,Villa Crespo,75.0,70.0,22500.0,PH EN ALQUILER,PH,Alquiler
EDS2hUWp46opYP3LjeEtKw==,2019-06-05,-34.5728758,-58.4315815,Palermo,82.0,82.0,25000.0,"Departamento en alquiler profesional Las Cañitas, Palermo",Departamento,Alquiler
HEDL86tz8A1NPZeEKxnFHQ==,2019-06-05,-34.575569,-58.4305317,Palermo,85.0,80.0,58000.0,Departamento - Palermo,Departamento,Alquiler
O9AD2DYT8y7S+bRheqpI7A==,2019-06-05,-34.5801367,-58.4075721,Palermo,75.0,72.0,45000.0,DEPARTAMENTO EN ALQUILER,Departamento,Alquiler
StoBBILrEcGF08mMfwA+KQ==,2019-06-05,-34.5853637,-58.4414304,Palermo,80.0,77.0,59900.0,Departamento - Palermo,Departamento,Alquiler
dt9OdauTzXiKaEaFMvdh6A==,2019-06-05,-34.5672825,-58.4689711,Belgrano,158.0,100.0,28000.0,Departamento 150M2 con Jardín y cochera - Belgrano R,Departamento,Alquiler
56sWL5TFoXe/pNNTRc1P7g==,2019-06-05,-34.5970807,-58.3977025,Recoleta,64.0,59.0,23000.0,Departamento - Recoleta,Departamento,Alquiler
5L++swYVIMWRFc9LEaKJfQ==,2019-06-05,-34.5893461,-58.404834,Recoleta,60.0,60.0,23000.0,Departamento - Recoleta,Departamento,Alquiler
cp+9jLrcH8HKqIwZJVLy6g==,2019-06-05,-34.593748,-58.4101325,Barrio Norte,55.0,55.0,18500.0,Departamento - Barrio Norte,Departamento,Alquiler
X5KSK1AOwvYwtUM2+m3MUA==,2019-06-05,-34.5899744,-58.4256141,Palermo,180.0,90.0,35000.0,Excelente Oficina en Palermo Soho - Sin expensas,Oficina,Alquiler
oAwvhtR8OKDzYv2N9LweFQ==,2019-06-05,-34.5879587,-58.4101123,Palermo,105.0,97.0,34000.0,Alquiler 3/4 amb. Departamento - Palermo Soho,Departamento,Alquiler
icw8xSeSyJO97kul9o4pfg==,2019-06-05,-34.5879587,-58.4101123,Palermo,105.0,97.0,34000.0,Alquiler 3/4 amb. Departamento - Palermo Soho,Departamento,Alquiler
YX7Bt8L8AQExHEn7bjNrog==,2019-06-05,,,Belgrano,100.0,90.0,30000.0,Departamento - Belgrano,Departamento,Alquiler
OWjZnIkYkUgyjqu7TcKSsg==,2019-06-05,-34.5946555,-58.3863754,Recoleta,142.0,131.0,38000.0,4 amb. con dependencia y cochera en Arenales y Uruguay,Departamento,Alquiler
pMfaddV95LCNmgGwfm8tAw==,2019-06-05,-34.575115,-58.438709,Palermo,100.0,96.0,28500.0,Alquiler Departamento en Palermo Capital Federal ZAPATA 127,Departamento,Alquiler
AD6Ih8fazeMCS4o3I4vPMg==,2019-06-10,-34.5740857,-58.4202635,Palermo,75.0,75.0,23000.0,Alquiler PH de 3 ambientes con terraza,PH,Alquiler
tcVyDWeX0BKdZKR0GqUzQQ==,2019-06-10,-34.5807563,-58.4361952,Palermo,40.0,37.0,13500.0,PH - Palermo Hollywood,PH,Alquiler
rRBvtVOQGc5DK73ImjAkuw==,2019-06-10,-34.6147954,-58.4646264,Caballito,30.0,30.0,19500.0,PH - Caballito,PH,Alquiler
XlGsi7jD+k6zdDFCPvckIQ==,2019-06-10,-34.5495516,-58.4541462,Nuñez,100.0,100.0,59500.0,S/ Libertador Edif Premium - Al Frente - Seguridad,Oficina,Alquiler
dbCBIibV77TxxZhkz47+XA==,2019-06-10,,,Palermo,76.0,70.0,38000.0,ALQUILER OFICINA - ESPLENDIDA PLANTA DE 70 Metros - Fitz Roy 1988 - Piso 4 - Palermo Hollywood - Capital Federal,Oficina,Alquiler
8/mEG0RcAg6NUG+AIcluRg==,2019-06-10,-34.5795381705,-58.4311077037,Palermo,70.0,70.0,35000.0,Alquiler. Oficina. 70m². Entre Guatemala y Paraguay. Palermo.,Oficina,Alquiler
OEjwsQ/aQsHl7lIpe1g8NQ==,2019-06-10,-34.5780655,-58.4265317,Palermo,80.0,72.0,38000.0,3 AMBIENTES EN PALERMO CHICO CON COCHERA FIJA Y AMENITIES,Oficina,Alquiler
oAxBMQu3P/N22A6DNx1AsQ==,2019-06-10,-34.5795381705,-58.4311077037,Palermo,70.0,70.0,35000.0,Alquiler. Consultorio. 70m². Entre Guatemala y Paraguay. Palermo.,Oficina,Alquiler
RlCa2pThms5GkLhxcoB+rg==,2019-06-10,-34.5780655,-58.4265317,Palermo,80.0,72.0,38000.0,3 AMBIENTES EN PALERMO CHICO CON COCHERA FIJA Y AMENITIES,Oficina,Alquiler
4Og3TTGlqK8IRODzsXrsXg==,2019-06-10,-34.556951287,-58.447675127,Belgrano,40.0,40.0,19000.0,"Oficina 2 ambientes de gran categoría, con baño y kitchenette.",Oficina,Alquiler
/JLFwH9oO5KX+OVVIiJ0fQ==,2019-06-10,-34.5947094,-58.3842377,Recoleta,137.0,130.0,45000.0,Alquiler - Libertad 1100,Oficina,Alquiler
4mZTp40kdzBisH4LKElIaw==,2019-06-10,-34.5886374,-58.3826987,Recoleta,155.0,155.0,49000.0,OFICINA EN ALQUILER EN RECOLETA. OPORTUNIDAD!!!!!,Oficina,Alquiler
5fvEUzmwS02xXp3XmNSagA==,2019-06-10,-34.5992279,-58.388917,Recoleta,120.0,120.0,15500.0,Cordoba y Parana,Oficina,Alquiler
e08zDjZMty+xDXr70aQKGA==,2019-06-10,-34.5873825,-58.3972762,Barrio Norte,80.0,72.0,38000.0,3 AMBIENTES EN PALERMO CHICO CON COCHERA FIJA Y AMENITIES,Oficina,Alquiler
Bt8CN/LAvGebdDrCqq9y6w==,2019-06-10,-34.585832,-58.401213,Barrio Norte,38.0,33.0,15000.0,CONSULTORIO CON AMENITIES EN BARRIO NORTE,Oficina,Alquiler
pJGt2hrFPawFrjeoa10V9Q==,2019-06-10,-34.6301309,-58.4589005,Flores,30.0,30.0,11000.0,Alquiler - Bonorino Esteban Cnel. 100,Departamento,Alquiler
CIfz4B0pJ38v3fwi+nBdww==,2019-06-10,-34.5443210636,-58.4777425577,Nuñez,35.0,33.0,15500.0,Muy lindo Ambiente de pocos años al frente c/balcón y cochera fija cubierta frente a plaza a solo 5 cuadras Av. Cabildo.,Departamento,Alquiler
FJthHcwFIjR13gNmVUWeXQ==,2019-06-10,-34.5443210636,-58.4777425577,Nuñez,35.0,33.0,13000.0,Muy lindo Ambiente de pocos años al frente c/balcón frente a plaza a solo 5 cuadras Av. Cabildo.,Departamento,Alquiler
hcatTlWIXOQdtdcVRGtdqQ==,2019-06-10,-34.5694755,-58.4321667,Palermo,77.0,51.0,18000.0,Las Cañitas I Loft,Departamento,Alquiler
aqyIxjrtbHuZ73ixIdaI5Q==,2019-06-10,-34.5886751261,-58.4196273381,Palermo,36.0,29.0,13500.0,Araoz 2055 6º B - Monoambiente en alquiler en Palermo,Departamento,Alquiler
S47ilzfZ9z1Ht+AbRBIL1w==,2019-06-10,-34.5807563,-58.4361952,Palermo,40.0,37.0,13500.0,PH - Palermo Hollywood,Departamento,Alquiler
qNWrKA5GxfHKHAmURS/jUg==,2019-06-10,-34.5863914,-58.4317774,Palermo,34.0,31.0,14500.0,Departamento  en Palermo,Departamento,Alquiler
lPRISFZUISVzDcmE7tZupA==,2019-06-10,-34.5904467931,-58.424826925,Palermo,28.0,28.0,10000.0,Departamento de 1 ambiente en Alquiler en Palermo,Departamento,Alquiler
q6bqhpQKtuhU2Q/DZf2rMw==,2019-06-10,-34.5758171,-58.4209959,Palermo,68.0,65.0,40000.0,Departamento - Palermo Nuevo,Departamento,Alquiler
gM260UGRwYTogFyWW7Pd3g==,2019-06-10,-34.5722563,-58.4608394,Belgrano,95.0,90.0,44000.0,Alquiler Departamento 4 ambientes  seguridad 24hs Belgrano,Departamento,Alquiler
GS4MfK/Ntzkn+Qbga6gE9Q==,2019-06-10,-34.5621168,-58.4779244,Belgrano,30.0,30.0,15000.0,Departamento alquiler,Departamento,Alquiler
BWExQdxppZdm4J0u5tkCUg==,2019-06-10,-34.5618924,-58.46686,Belgrano,108.0,71.0,26000.0,Alquiler 3 ambientes - Belgrano,Departamento,Alquiler
CuwIKNqp1hM4Xgi/MRirtg==,2019-06-10,-34.5703949,-58.4406332,Belgrano,38.0,35.0,14000.0,Departamento - Belgrano,Departamento,Alquiler
