sede_id,sede_desc_castellano,sede_desc_ingles,pais_castellano,pais_ingles,region_geografica,pais_iso_2,pais_iso_3,pais_codigo_telefonico,ciudad_castellano,ciudad_ingles,ciudad_zona_horaria_gmt,ciudad_codigo_telefonico,estado,titular_nombre,titular_apellido,titular_cargo,direccion,codigo_postal,telefono_principal,telefonos_adicionales,celular_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_electronicos_adicionales,sitio_web,sitios_web_adicionales,redes_sociales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,atencion_comentario,concurrencias,circunscripcion
EDINA,"Embajada  en  Dinamarca","Embassy  in  Danmark","REINO  DE  DINAMARCA","KINGDOM  OF  DANMARK","EUROPA  OCCIDENTAL",DK,DNK,"45","Copenhagen","Copenhagen",1,,Activo,"  Conrado  ","Solari  Yrigoyen","Embajador","Borgergade  16, 4  piso","1300  -  Copenhague  K","+  45  3315  8556","+45  3315  8082","+45  2244  3742","",,"","edina@cancilleria.gob.ar","edina@mrecic.gov.ar","edina.mrecic.gov.ar/","","https://www.facebook.com/EmbajadadeArgentinaenDinamarca/  //  ",Lunes,Viernes,10:00:00,16:00:00,"Horario  Consular:  Lunes  a  viernes  de  10:00  a  13:00  horas","","Todo  el  territorio  de  Dinamarca, Groenlandia  e  Islas  Faroe" 
EDOMI,"Embajada  en  República  Dominicana","Embassy  in  Dominican  Republic","REPÚBLICA  DOMINICANA","DOMINICAN  REPUBLIC","AMÉRICA  CENTRAL  Y  CARIBE",DO,DOM,"1","Santo  Domingo","Santo  Domingo",-4,809,Activo,"Nora  Elizabeth  ","Capello","Embajadora","Av.  Máximo  Gómez  Nº  10, Gazcue, Santo  Domingo","10103","(1)  8096820976","(1)  8096822977","(1)  8093993817","","(1)  8092212206","","edomi@mrecic.gov.ar","","edomi.cancilleria.gob.ar","","https://es-la.facebook.com/ArgentinaEnRepublicaDominicana/  //  ",Lunes,Viernes,09:00:00,16:00:00,"","","Todo  el  territorio  de  la  República  Dominicana" 
EEARB,"Embajada  en  Emiratos  Árabes  Unidos","Embassy  in  the  United  Arab  Emirates","EMIRATOS  ÁRABES  UNIDOS","UNITED  ARAB  EMIRATES","ASIA",AE,ARE,"971","Abu  Dhabi","Abu  Dhabi",4,2,Activo,"Jorge  A.  ","Molina  Arambarri","Embajador","Al  Rowdah  Area, Street  11, Villa  196, Abu  Dhabi","3325","(1)  8096820976","","(+971)  (0)50  6113274","",,"","eearb@mrecic.gov.ar","","eearb.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnEmiratosArabesUnidos  //  ",Domingo,Jueves,08:00:00,16:00:00,"","","Emiratos  Arabes  Unidos" 
EECUA,"Embajada  en  Ecuador","Embassy  in  Ecuador","REPÚBLICA  DEL  ECUADOR","REPUBLIC  OF  ECUADOR","AMÉRICA  DEL  SUR",EC,ECU,"593","Quito","Quito",-5,2,Activo,"Adrián  Gustavo  ","Viotti","Encargado  de  Negocios  a.i.","Av.  Amazonas  N.21-147  y  Roca, Piso  8","170517","(593-2)  2562292","593  2527624","(593-9)  99738957","",,"","despacho-eecua@mrecic.gov.ar","eecua@mrecic.gov.ar","https://eecua.cancilleria.gob.ar","","https://www.facebook.com/Argentina-en-Ecuador-772092829594964/?ref=bookmarks  //  https://instagram.com/argentinaenecuador?igshid=1pzlw4ojakxjh  //  https://www.youtube.com/channel/UC7FnoaJNif8jQLyBb4QDKng  //  ",Lunes,Viernes,00:00:00,00:00:00,"9  A  17  HORAS","","Pichincha, Imbabura, Cotopaxi, Esmeraldas, Carchi, Tungurahua, Chimborazo, Napo, Orellana, Sucumbíos, Pastaza, Santo  Domingo  de  los  Tsáchilas.  " 
EEEUU,"Embajada  en  Estados  Unidos","Embassy  in  United  States","Estados  Unidos  de  América","UNITED  STATES  OF  AMERICA","AMÉRICA  DEL  NORTE",US,USA,"1","Wáshington","Washington",-5,202,Activo,"Jorge  Martín  Arturo  ","Argüello","Embajador","1600  New  Hampshire  Ave.,   N.W.  ","20009","00  1  202  238  6400","","00  1  202  294  2029","","00  1  202  332  3171","","eeeuu@mrecic.gov.ar","","eeeuu.mrecic.gov.ar","","https://twitter.com/ARGinUSA  //  https://www.facebook.com/ARGinUSA/  //  https://www.instagram.com/ARGinUSA/  //  https://www.flickr.com/photos/ARGinUSA/  //  https://www.youtube.com/ARGinUSA  //  www.linkedin.com/in/ARGinUSA  //  ",,,,,"09:00  a  17:00  hs.","","Washington  DC, Maryland, Virginia, West  Virginia, Delaware, North  Carolina, Pennsylvania" 
EEGIP,"Embajada  en  Egipto","Embassy  in  Egypt","REPÚBLICA  ÁRABE  DE  EGIPTO","ARAB  REPUBLIC  OF  EGYPT","ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE",EG,EGY,"20","El  Cairo","El  Cairo",2,2,Activo,"Gonzalo  ","Urriolabeitia","Embajador","El  Saleh  Ayoub  N°  8,   piso  1°  depto.  2, Zamalek, Cairo  -  EGIPTO","11211","+20  (2)  27355234","+20  (2)  2736  6862","+20  122  317  8512","","+20  (2)  2736  4355","","eegip@cancilleria.gob.ar","comercial_eegip@cancilleria.gob.ar  //  consular_eegip@cancilleria.gob.ar  //  cultural_eegip@cancilleria.gob.ar","eegip.cancilleria.gob.ar","","instagram.com/argenegipto/  //  twitter.com/ARGenEgipto  //  facebook.com/ArgentinaenEgipto  //  ",Domingo,Jueves,09:00:00,15:00:00,"","SUDÁN","República  Árabe  de  Egipto  y  República  del  Sudán" 
EEOEA,"Misión  Permanente  ante  la  Organización  de  Estados  Americanos","Permanent  Mission  to  the  Organization  of  American  States","Estados  Unidos  de  América","UNITED  STATES  OF  AMERICA","AMÉRICA  DEL  NORTE",US,USA,"1","Wáshington","Washington",-5,202,Activo,"Carlos  ","Raimundi","Embajador","1816  Corcoran  St.  NW, Washington, DC  ","20009","0012023874146","0012023874142","0012022580848","",,"","eeoea@mrecic.gov.ar","","www.eeoea.mrecic.gov.ar","","www.facebook.com/ARGenOEA/  //  www.instagram.com/argenoea/  //  www.twitter.com/ARGenOEA  //  www.youtube.com/channel/UCqjmCa0UfL3_I3Ovqz5ZAag/featured  //  ",,,,,"de  9  a  17","",""
EESPA,"Embajada  en  España","Embassy  in  Spain","REINO  DE  ESPAÑA","KINGDOM  OF  SPAIN","EUROPA  OCCIDENTAL",ES,ESP,"34","Madrid","Madrid",1,91,Activo,"Ricardo","Alfonsín","Embajador","Calle  Fernando  el  Santo  Nº  15, Piso  1º","28010","00  34  91  7710500","","00  34  639707564","","00  34  91  7710526","","eespa@mrecic.gov.ar","","https://eespa.cancilleria.gob.ar/","","https://twitter.com/ARGenesp  //  https://www.facebook.com/argenespa/  //  https://www.instagram.com/argenespa/  //  ",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs","ANDORRA",""
EETIO,"Embajada  en  Etiopía","Embassy  in  Ethiopia","REPÚBLICA  DEMOCRÁTICA  FEDERAL  DE  ETIOPÍA","FEDERAL  DEMOCRATIC  REPUBLIC  OF  ETHIOPIA","ÁFRICA  SUBSAHARIANA",ET,ETH,"251","Adís  Abeba","Addis  Ababa",3,000,Activo,"  Gustavo  Teodoro  ","Grippo","Embajador","Bole  Subcity  -  Woreda  17  -  Kebele  03/04  -  House  Nº  1270  -  ","1000","(251-11)  6672574","(251-11)  6672548","(251)  924828795","","(251-11)  6672485","","eetio@mrecic.gob.ar","","eetio@mrecic.gov.ar","","https://www.facebook.com/ArgEnEtiopia/  //  @ArEthiopia  //  https://www.instagram.com/embaargenetiopia/  //  ",Lunes,Viernes,10:00:00,18:00:00,"","DJIBOUTI","Todo  el  territorio  de  la  República  Democrática  Federal  de  Etiopía  y  Djibouti." 
EFILI,"Embajada  en  Filipinas","Embassy  in  the  Philippines","REPÚBLICA  DE  FILIPINAS","REPUBLIC  OF  THE  PHILIPPINES","ASIA",PH,PHL,"63","Manila","Manila",8,2,Activo,"Ricardo  Luis  ","Bocalandro","Embajador","8th  Floor, Liberty  Center  Building, 104  H.V.  dela  Costa  Street, Salcedo  Village","1227","00  63  2  88453218","00  63  2  88453219","00639178366925","","00  63  2  88453220","","efili@cancilleria.gob.ar","","efili.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnFilipinas  //  https://www.instagram.com/argentinaenfilipinas/  //  https://twitter.com/ArgentinaEnFili  //  ",Lunes,Viernes,09:00:00,16:00:00,"","PALAU","República  de  Filipinas  y  República  de  Palau." 
EFINL,"Embajada  en  Finlandia","Embassy  in  Finland","REPÚBLICA  DE  FINLANDIA","REPUBLIC  OF  FINLAND","EUROPA  OCCIDENTAL",FI,FIN,"358","Helsinki","Helsinki",3,9,Activo,"Sergio  Alberto  ","Baur","Embajador","Bulevardi  5  A  11","00120","(00358)  942428700","","(00358)  505020099","","(00358)  942428701","","embajada_efinl@cancilleria.gob.ar","","https://efinl.cancilleria.gob.ar","","www.facebook.com/ArgentinaEnFinlandia/  //  www.instagram.com/argenfinlandia/  //  ",Lunes,Viernes,09:00:00,16:00:00,"","ESTONIALETONIA","Todo  el  territorio  de  la  República  de  Finlandia, Estonia  y  Letonia." 
EFRAN,"Embajada  en  Francia","Embassy  in  France","REPÚBLICA  FRANCESA","FRENCH  REPUBLIC","EUROPA  OCCIDENTAL",FR,FRA,"33","París","Paris",2,1,Activo,"Leonardo  Daniel  ","Costantino","Embajador","6, rue  Cimarosa","75116","0033144052700","0033144052700","00  33  6  24  13  41  72","0033601880998  (Guardia  Consular)","0033145534633","","efran@mrecic.gov.ar","","efran.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnFrancia/  //  ",Lunes,Viernes,,,"09:00  a  13:00  hs  y  13:00  a  17:00  hs","MÓNACO","Todo  el  territorio  de  la  República  Francesa  (Francia  Metropolitana  y  Departamentos  y  Territorios  de  Ultramar)  y  Principado  de  Mónaco.  " 
EFRUS,"Embajada  en  Rusia","Embassy  in  Russia","FEDERACIÓN  DE  RUSIA","RUSSIAN  FEDERATION","EUROPA  CENTRAL  Y  ORIENTAL",RU,RUS,"7","Moscu","Moscow",3,495,Activo,"Eduardo  Antonio  ","Zuain","Embajador","Bolshaya  Ordynka, 72    /  anexo  Sec.Consular;  Sec.Cultural  y  Administración  en  4-y  Dobryninskiy  Pereulok, 8","119017","+7  495  502  1020","","+7  903  725  1449","","+7  495  755  5800","","efrus@cancilleria.gob.ar","","efrus.cancilleria.gob.ar","","https://www.facebook.com/EMBAJADAARGENTINAENMOSCU  //  https://twitter.com/EmbArgRusia  //  ",Lunes,Viernes,,,"9.30-18.00","UZBEKISTÁN, KAZAJISTÁN, KIRGUISTÁN, TURKMENISTÁNBELARÚS","BELARUS  -    KAZAJSTÁN  -  KIRGUISTÁN  -  TURKMENISTÁN  -  UZBEKISTÁN" 
EGREC,"Embajada  en  Grecia","Embassy  in  Greece","REPÚBLICA  HELÉNICA","HELLENIC  REPUBLIC","EUROPA  OCCIDENTAL",GR,GRC,"30","Atenas","Athens",2,210,Activo,"Luis  Alfredo  ","Azpiazu","Embajador","Avenida  Vasilissis  Sofias  59, 3er  piso","11521","(30-210)  722  4710","(30-210)  725  0946","(30)  6949724122","","(30-210)  722  7568","","egrec@mrecic.gov.ar","","egrec.cancilleria.gov.ar","","https://www.facebook.com/ArgentinaEnGrecia  //  https://www.youtube.com/channel/UCFaKsErEs33zEdzJbnrzOog/featured  //  ",Lunes,Viernes,,,"9:00  -  15:00","","Todo  el  territorio  de  la  República  Helénica" 
EGUAT,"Embajada  en  Guatemala","Embassy  in  Guatemala","REPÚBLICA  DE  GUATEMALA","REPUBLIC  OF  GUATEMALA","AMÉRICA  CENTRAL  Y  CARIBE",GT,GTM,"502","Guatemala","Guatemala",-3,2,Activo,"Liliana","Roche","Embajador","5ta  avenida  6-50, Zona  14","01014","(+502)  2464  5900","","(+502)  56493078","","(+502)  2367-1091","","eguat@mrecic.gov.ar","consular-eguat@mrecic.gov.ar","http://eguat.cancilleria.gov.ar/","","",Lunes,Viernes,09:00:00,13:00:00,"LA  ATENCIÓN  AL  PÚBLICO  ES  DE  LUNES  A  VIERNES  (EXCEPTO  FERIADOS)  //    //  HORARIO  DE  ATENCIÓN  TELEFÓNICA:  //    //  8.00  am  a  4.00  pm.  //    //  HORARIO  DE  ATENCIÓN  EN  VENTANILLA  (DNI, pasaportes, legalizaciones  y  otros  trámite","","Todo  el  territorio  de  Guatemala  " 
EGUYA,"Embajada  en  Guyana","Embassy  in  Guyana","REPÚBLICA  COOPERATIVA  DE  GUYANA","GUYANA","AMÉRICA  CENTRAL  Y  CARIBE",GY,GUY,"592","Georgetown","Georgetown",-4,,Activo,"Felipe  Alejandro","Gardella","Embajador","66  Brummel  Place  -  Stabroek  -  Georgetown","--","00  592  231  9521","00  592  623  3070","005926233070","","00  592  231  9505    ","","eguya@mrecic.gov.ar","","eguya.cancilleria.gov.ar","","",,,,,"08:30  a  16:30  hs","","Todo  el  territorio  de  la  República  Cooperativa  de  Guyana  " 
EHAIT,"Embajada  en  Haití","Embassy  in  Haiti","REPÚBLICA  DE  HAITÍ","REPUBLIC  OF  HAITI","AMÉRICA  CENTRAL  Y  CARIBE",HT,HTI,"509","Puerto  Principe","Port-au-Prince",-5,,Activo,"César  Alberto  ","Faes","Embajador","#  48, Rue  Metellus, Pétion-Ville","  HT6140","00  509  29  40  6711  ","00  509  29  40  6714","00  509  36  76  0359","",,"","ehait@mrecic.gov.ar","","http://ehait.mrecic.gov.ar","","",Lunes,Viernes,,,"9.00  hs  a  17.00  hs","","Todo  el  territorio  de  Haití" 
EHILE,"Embajada  en  Chile","Embassy  in  Chile","REPÚBLICA  DE  CHILE","REPUBLIC  OF  CHILE","AMÉRICA  DEL  SUR",CL,CHL,"56","Santiago","Santiago",-4,2,Activo,"Rafael  Antonio  ","Bielsa","Embajador","Miraflores  Nº  285, Santiago  Centro.","8320188","2582  2500","","56-9-9333  0101","","56-2-2639  3321","","ehile@mrecic.gov.ar","","https://ehile.cancilleria.gob.ar","","https://twitter.com/EmbArgEnChile  //  https://www.facebook.com/EmbArgentinaEnChile  //  https://www.instagram.com/embargenchile/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","",""
EHOND,"Embajada  en  Honduras","Embassy  in  Honduras","REPÚBLICA  DE  HONDURAS","REPUBLIC  OF  HONDURAS","AMÉRICA  CENTRAL  Y  CARIBE",HN,HND,"504","Tegucigalpa","Tegucigalpa",-6,,Activo,"Pablo  ","Vilas","Embajador","Calle  Palermo  302, Col.  Rubén  Darío","0504","(+504)  -2232-3376","(+504)-  2232-0292","(+504)-9969-7424","","(+504)  -22-310376","","ehond@cancilleria.gob.ar","consulares_ehond@mrecic.gov.ar","ehond.cancilleria.gob.ar","","@ArgHonduras  //  @ArgentinaEnHonduras  //  Embajada  Argentina  en  Honduras  //  ",,,,,"08.00  a  13.00  hs.","","República  de  Honduras" 
EINDI,"Embajada  en  India","Embassy  in  India","REPÚBLICA  DE  LA  INDIA","REPUBLIC  OF  INDIA","ASIA",IN,IND,"91","Nueva  Delhi","New  Delhi",5,11,Activo,"Hugo  Javier  ","Gobbi","Embajador/a","F-3/3  Vasant  Vihar, Nueva  Delhi","110057","(91-11)  4078  1900","","(91)  9818662263","","(91-11)  4078  1901","","eindi@mrecic.gov.ar","","https://eindi.cancilleria.gob.ar/","","https://twitter.com/ArgentinaEnInd  //  https://www.facebook.com/ArgentinaEnInd  //  https://www.instagram.com/argentinaenind/  //  ",Lunes,Viernes,00:00:00,00:00:00,"10hs  a  18hs  ","BUTÁN, SRI  LANKA, MALDIVASNEPAL","India  (excepto  el  estado  de  Maharashtra  y  Karnataka), Sri  Lanka, Maldivas, Nepal  y  Bután" 
EIRAN,"Embajada  en  Irán","Embassy  in  Iran","REPÚBLICA  ISLÁMICA  DE  IRÁN","ISLAMIC  REPUBLIC  OF  IRAN","ASIA",IR,IRN,"98","Teherán","Teheran",4,21,Activo,"Jorge  Mariano  ","Jordán","Encargado  de  Negocios  a.i.","Darrus, Yar  Mohammadi  Av., Ghoo  Alley  No.  6","1944614493","00  98  (021)  2257  7433","00  98  (021)  2257  5934","00  98  (0912)  840  8434","","00  98  (021)  2257  7432","","eiran@mrecic.gob.ar","","www.eiran.mrecic.gob.ar","","",Domingo,Jueves,09:00:00,17:00:00,"","","Territorio  de  la  República  Islámica  de  Irán" 
EIRLA,"Embajada  en  Irlanda","Embassy  in  Irlanda","IRLANDA","IRELAND","EUROPA  OCCIDENTAL",IE,IRL,"353","Dublin","Dublin",0,1,Activo,"Ana  Laura  ","Cachaza","Embajadora","15  Ailesbury  Drive, Ballsbridge      ","DUBLIN  4","(353  1)  269  1546","(353  1)  269  1713","(353)  87980  5098","","(353  1)  260  0404","","eirla@mrecic.gov.ar","","https://eirla.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnIrlanda/  //  https://www.instagram.com/embajadaargentinairlanda  //  ",Lunes,Viernes,09:00:00,17:00:00,"Lunes  a  Viernes  de  9:00  a  17:00  Hs.","","Todo  el  territorio  de  la  República  de  Irlanda" 
EISIA,"Embajada  en  Indonesia","Embassy  in  Indonesia","REPÚBLICA  DE  INDONESIA","REPUBLIC  OF  INDONESIA","ASIA",ID,IDN,"62","Yakarta","Jakarta",7,21,Activo,"Gustavo  Arturo  ","Torres","Embajador","Menara  Thamrin.  Jl.  M.H.  Thamrin  Kav.3.  17th.  fl.  Suite  1705","10250","00  62  21230  3061","(00  62)  (0)  816  919  121","(00  62)  (0)  816  919  121","","00  62  21230  3962","","eisia@mrecic.gov.ar","","www.eisia.mrecic.gov.ar","","@argentinaindonesia  //  ",Lunes,Viernes,09:00:00,16:00:00,"","TIMOR  ORIENTAL","Todo  el  territorio  de  la  Rep.  de  Indonesia, la  Rep.  Democratica  de  Timor  Leste.  Representación  ante  la  Asociación  de  Naciones  del  Sudeste  Asiático  (ASEAN)" 
EISRA,"Embajada  en  Israel","Embassy  in  Israel","ESTADO  DE  ISRAEL","STATE  OF  ISRAEL","ASIA",IL,ISR,"972","Tel  Aviv","Tel  Aviv",2,9,Activo,"Francisco  Fabián  ","Tropepi","Encargado  de  Negocios  a.i.","Medinat  Hayehudim  85, 2°  piso","4676670","(972-73)  2520800","972  732520801","(972)  525978359","","(972-9)  9702748","","eisra@mrecic.gov.ar","","http://www.eisra.cancilleria.gov.ar/","","https://www.facebook.com/ArgEnIsrael  //  https://twitter.com/argenisrael  //  ",,,,,"08.00  a  16.00  hs","CHIPRE","Estado  de  Israel  y  República  de  Chipre" 
EITAL,"Embajada  en  Italia","Embassy  in  Italy","REPÚBLICA  ITALIANA","ITALIAN  REPUBLIC","EUROPA  OCCIDENTAL",IT,ITA,"39","Roma","Rome",1,06,Activo,"Roberto  Manuel  ","Carlés","Embajador","Piazza  dell`Esquilino  2","00185","(39-06)  48073300","","(39)  335387607","(39)  335387607","(39-06)  48073331","","eital@mrecic.gov.ar","","https://eital.cancilleria.gob.ar","","https://es-la.facebook.com/emb.roma/  //  https://twitter.com/arginitalia?lang=es  //  https://www.instagram.com/arginitalia/?hl=es  //  ",,,00:00:00,00:00:00,"Lunes  a  viernes  de  09.30  a  16.40  horas","SAN  MARINO, ALBANIAMALTA",""
EJAMA,"Embajada  en  Jamaica","Embassy  in  Jamaica","JAMAICA","JAMAICA","AMÉRICA  CENTRAL  Y  CARIBE",JM,JAM,"1","Kingston","Kingston",-5,876,Activo,"Facundo  A.","Santiago","Encargado  de  Negocios  a.i.","40  Knutsford  Blvd.;  Kingston  5;  Jamaica","00000","00  1  (876)  926  5588","00  1  (876)  926  2496","001  876  3699372","",,"","ejama@mrecic.gov.ar","","www.ejama.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnJamaica/  //  https://twitter.com/ARGenJamaica  //  argentinaenjamaica  //  ",Lunes,Viernes,08:00:00,16:00:00,"","ANTIGUA  Y  BARBUDA","Jamaica, Antigua  y  Barbuda" 
EJAPO,"Embajada  en  Japón","Embassy  in  Japan","日本国  (JAPÓN)","JAPAN","ASIA",JP,JPN,"81","Tokyo","Tokyo",9,3,Activo,"César  Rodolfo  ","Campoy","Encargada  de  Negocios  a.i","2-14-14  Moto  Azabu, Minato-ku","106-0046","0081  (0)  3  54207102","0081  (0)  3  54207101","+81(0)8013279416","","0081  (0)  3  54207109","","ejapo@mrecic.gov.ar","","http:ejapo.mrecic.gov.ar","","embajadaargentinaenjapon  //  https://www.facebook.com/ArgJapon/?ref=bookmarks  //  ",,,,,"9:00  a  18:00  hs","MICRONESIAMARSHALL, ISLAS","Todo  el  territorio  del  Japón, Islas  Marshall, Micronesia" 
EKENY,"Embajada  en  Kenia","Embassy  in  Kenya","REPÚBLICA  DE  KENYA","REPUBLIC  OF  KENYA","ÁFRICA  SUBSAHARIANA",KE,KEN,"254","Nairobi","Nairobi",3,2,Activo,"Gabriela  ","Martinic","Embajadora","4th  Floor, Eaton  Place  Building, United  Nations  Crescent  Road, Gigiri  -  Nairobi.  ","  30283-00100","+254  (0)  202  324  673","+254  (0)  112  170  342  ","+254  (0)  791  258  635","",,"","ekeny@cancilleria.gob.ar","protocolekeny@cancilleria.gob.ar  //  consulkenya@cancilleria.gob.ar  //  comercialkenya@cancilleria.gob.ar","https://ekeny.cancilleria.gob.ar/","","www.facebook.com/ArgentinaEnKenia  //  https://www.instagram.com/argenkenya/  //  ",Lunes,Viernes,09:00:00,16:00:00,"","TANZANIA, UGANDA, REPÚBLICA  DEMOCRÁTICA  DEL  CONGO, RUANDA, BURUNDI, SOMALÍA, ERITREA, MADAGASCAR, COMOROSSEYCHELLES","Todo  el  territorio  de  Kenya, Burundi, Comoros, Eritrea, Madagascar, República  Democrática  del  Congo, Rwanda, Seychelles, Somalía, Tanzania  y  Uganda." 
EKUWA,"Embajada  en  Kuwait","Embassy  in  Kuwait","ESTADO  DE  KUWAIT","STATE  OF  KUWAIT","ASIA",KW,KWT,"965","Kuwait","Kuwait",3,,Activo,"Claudia  Alejandra  ","Zampieri","Embajador","Block  4  -  Street  403  -  House  21  -  Al-Sadiq","47455","(965)  25213202  /  4202  /  5202","","(965)  66143232","","(965)  25216202","","ekuwa@mrecic.gov.ar","","ekuwa@mrecic.gov.ar","","www.facebook.com/ArgentinaenKuwait  //  ",,,,,"Domingo  a  Jueves  de  09:00  a  16:30  horas","","Estado  de  Kuwait" 
ELBIA,"Embajada  en  Libia","Embassy  in  Libya","ESTADO  DE  LIBIA","STATE  OF  LIBYA","ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE",LY,LBY,"218","Tripoli","Tripoli",2,21,Activo,"  Tomás  Ignacio  ","Villalba","Encargado  de  Negocios  a.i.","temporariamente  en  Embajada  Argentina  en  Tunez",,"(216)  54572777","(216)  54572777","(216)  54572777","",,"","ELBIA@mrecic.gov.ar","",,"","",,,,,"09:00  a  16:00  horas","","Todo  el  territorio  de  Libia" 
ELBNO,"Embajada  en  Líbano","Embassy  in  Lebanon","REPÚBLICA  LIBANESA","LEBANESE  REPUBLIC","ASIA",LB,LBN,"961","Beirut","Beirut",3,1,Activo,"Mauricio","Alice","Embajador","Rue  Sursock  Nº  161, 2ème.  étage, Imm.  Moutran, Residence  des  Jardins,, Achrafieh, Beirut, República  Libanesa","1100","(  961-  1)    210  804","  210  803","(961)    71897432","","(961-  1)    210  802","","elbno@mrecic.gov.ar","","www.elbno.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnLibano  //  ",,,,,"9:00  a  17:00  hs.    -  Lunes  a  Viernes","","Todo  el  territorio  de  la  República  Libanesa" 
ELUCI,"Embajada  en  Santa  Lucía","Embassy  in  Saint  Lucia","SANTA  LUCÍA","SAINT  LUCIA","AMÉRICA  CENTRAL  Y  CARIBE",LC,LCA,"1","Castries","Castries",-4,000,Inactivo,"  Nicolás  Carlos  ","Abad","Encargado  de  Negocios  a.i.","-","-","(  961-  1)    210  804","","(961)    71897432","","(961-  1)    210  802","",,"","eluci.cancilleria.gob.ar","","",,,00:00:00,00:00:00,"8:30  a  15:30","","Santa  Lucía  -  Federación  de  San  Cristóbal  y  Nieves  -  Mancomunidad  de  Dominica" 
EMARR,"Embajada  en  Marruecos","Embassy  in  Morocco","REINO  DE  MARRUECOS","KINGDOM  OF  MOROCCO","ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE",MA,MAR,"212","Rabat","Rabat",1,537,Activo,"Raúl  Ignacio  ","Guastavino","Embajador","4, Av.  Mehdi  Ben  Barka, Souissi","10170","00  212  537  75  51  20","00  212  537  75  13  04","00  212  661  29  73  19","","00  212  537  75  54  10","","emarr@cancilleria.gov.ar","","https://emarr.cancilleria.gob.ar","","https://www.instagram.com/marruecos.embajada/  //  https://twitter.com/ArgMarruecos  //  ",Lunes,Viernes,09:00:00,15:00:00,"","","Todo  el  territorio  del  Reino  de  Marruecos" 
EMEXI,"Embajada  en  México","Embassy  in  Mexico","ESTADOS  UNIDOS  MEXICANOS","UNITED  MEXICAN  STATES","AMÉRICA  DEL  NORTE",MX,MEX,"52","México","Mexico",-5,55,Activo,"Carlos  Alfonso  ","Tomada","Embajador","Av.  Paseo  de  las  Palmas  Nro  1685,   Colonia  Lomas  de  Chapultepec, Delegación  Miguel  Hidalgo","11000","00  52  (55)  5520  9430","","00  52  (1  55)  4603  2654","",,"","emexi@mrecic.gov.ar","","www.emexi.cancilleria.gob.ar","","https://twitter.com/@ARGenMexico  //  https://www.facebook.com/ARGenMexico/  //  https://www.instagram.com/embargenmexico/  //  https://www.youtube.com/user/EmbaArgenMX  //  ",Lunes,Viernes,09:00:00,17:00:00,"","BELICE","Todo  el  territorio  mexicano  y  beliceño" 
EMFAO,"Misión  Permanente  ante  la  Organización  de  las  Naciones  Unidas  para  la  Alimentación  y  la  Agricultura","Permanent  Mission  to  the  United  Nations  Organisation  for  Food  and  Agriculture","REPÚBLICA  ITALIANA","ITALIAN  REPUBLIC","EUROPA  OCCIDENTAL",IT,ITA,"39","Roma","Rome",1,06,Activo,"Carlos  Bernardo  ","Cherniak","Representante  Permanente","Via  del  Banco  di  Santo  Spirito, 42","00186  Roma","(39-06)  489.07.301","(39-06)  688.91.792","(39)  339.7250.681","","(39-06)  301.94.172","","emfao@mrecic.gov.ar","","emfao.cancilleria.gob.ar","","@ArgenFao  //  ",Lunes,Viernes,09:00:00,19:00:00,"","",""
EMOZA,"Embajada  en  Mozambique","Embassy  in  Mozambique","REPÚBLICA  DE  MOZAMBIQUE","REPUBLIC  OF  MOZAMBIQUE","ÁFRICA  SUBSAHARIANA",MZ,MOZ,"258","Maputo","Maputo",2,258,Activo,"Juan  Jorge  Martín  ","Núñez","Embajador","Rua  dos  Desportistas  833, 9º  piso, edificio  JAT  V-1.  Maputo","1100","+258  21  421  242/5/6","","+258  82  121  7873","",,"","https://emoza.cancilleria.gob.ar","","http://mozambique.embajada.gob.ar/","","https://www.facebook.com/ArgentinaEnMozambique/  //  argenmozambique  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","República  de  Mozambique" 
EMSIA,"Embajada  en  Malasia","Embassy  in  Malaysia","MALASIA","MALAYSIA","ASIA",MY,MYS,"60","Kuala  Lumpur","Kuala  Lumpur",8,3,Activo,"  Manuel  José  ","Balaguer  Salas","Embajador","Suite  16-03, Piso  16, Menara  Keck  Seng, 203  Jalan  Bukit  Bintang","55100","(+60)  03-2144-1451","(+60)  03-2144-1487","(+60)  012-201-2464","","(+60)  03-2144-1428","","emsia@mrecic.gov.ar  ","","https://emsia.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnMalasia  //  ",Lunes,Viernes,09:00:00,17:00:00,"En  caso  de  emergencias, comunicarse  las  24hs.  al  celular  de  Guardia:  (+60)  012-201-2464.    ","BRUNÉI  DARUSSALAM","Malasia  y  Brunei  Darussalam.  " 
