sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
EKUWA,"Sección  Cultural","ekuwa","Seccion","Claudia  Alejandra  ","Zampieri","Embajador","(965)  25213202","",,"","(965)    25213202","","ekuwa@cancilleria.gob.ar","",,"",,,,,"08:30  a  15:30",
EIRLA,"Sección  Cultural","Cultural  Section","Seccion","Agostina  ","Salvaggio","Jefa  de  Sección  Cultural","353  1  269  1546","",353  87  980  5098,"",,"","cultural_eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EVENE,"Sección  Cultural","Sección  Cultural","Seccion","Eduardo  Alberto  ","Canale","Jefe  de  Sección  Cultural","58  212  2639012","",,"",,"","cultural_evene@mrecic.gov.ar","","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EEGIP,"Sección  Cultural","Cultural  Section","Seccion","","","Jefe  de  Sección","","",,"","","","cultural_eegip@cancilleria.gob.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EDINA,"Sección  Cultural","Cultural  Section","Seccion","Mariano","Higa","Jefe  de  Sección  Cultural","33158082","",,"","","","edina@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,16:00:00,"",
EUNGR,"Sección  Cultural","Cultural  Section","Seccion","Nicolás  Mariano  ","Brea","Jefe/a  de  Sección  Cultural","+36  1  326  0492","",,"",,"","  eungr@mrecic.gov.ar      ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  Cultural","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador",,"",509  3676-0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EMOZA,"Sección  Cultural","Cultural  Section","Seccion","María  Agustina  ","Mignone","Jefa  de  Sección  Cultural","","",,"",,"","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHES,"Sección  Cultural","Cultural  Section  ","Seccion","Facundo  D.","Herrera","Jefe  de  Sección",,"",,"",,"","eches-cultural@cancilleria.gob.ar","",,"",,,,,"09:00  a  17:00  horas",
EURUG,"Sección  Cultural","Cultural  Section","Seccion","Melina  Vanesa  ","Strakalaitis","Jefe  de  Sección  Cultural","(+598)  29033101","",(+598)  92947  601,"","(+598)  2900  8408","","cultural_eurug@mrecic.gov.ar","","eurug.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ETURQ,"Sección  Cultural","Cultural  Promotion","Seccion","María  Florencia  ","Grimalt","Jefe  de  Sección  Cultural","+90  312  446  2061","",,"","+90  312  446  2063  ","","eturq@cancilleria.gob.ar","","http://turquia.embajada.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ECUBA,"Sección  Cultural","Sección  Cultural","Seccion","","","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"","ecuba@mrecic.gov.ar","",,"",Lunes,Viernes,08:30:00,16:30:00,"",
EJAMA,"Sección  Cultural","Sección  Cultural","Seccion","Facundo  A.","Santiago","Jefe  de  Sección  Cultural",,"",,"",,"","ejama@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CVIGO,"Sección  Cultural","Sección  Cultural","Sección  Consular","Verónica  Paula  ","Pozzi","Agregada","34  986435822","",,"","34  986439292","","cvigo@cancilleria.gob.ar","","https://cvigo.cancilleria.gob.ar/es/promoci%C3%B3n-cultural-2","",,,,,"",
CFRAN,"Sección  Cultural","Cultural  section","Seccion","Miriam  Beatriz  ","Chaves","Cónsul  General",,"",,"",,"","cfran@cancilleria.gob.ar","",,"",,,,,"9  a  17  hs",
CRECI,"Sección  Cultural  ","Cultural  Section","Sección  Consular","Patricio  Alejandro  ","Kingsland","Jefe  de  Sección","55  81  3131  9001","",,"","","","creci@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EJAPO,"Sección  Cultural  ","Cultural  affairs  ","Seccion","Renato  Iván  Agustín  ","Morales","Jefe  de  Sección",,"",,"",,"","culturales_ejapo@mrecic.gov.ar","",,"",,,,,"9:00  a  18:00  hs",
ERUNI,"Sección  Cultural","Cultural  section","Seccion","Alessandra  M.  ","Viggiano  Marra","Jefa  de  Sección  Cultural","00  44  207  318  1300","",,"",,"","culture@argentine-embassy-uk.org","",,"",,,,,"9.30  a  17.30  hs",
CMIAM,"Sección  Cultural","Cultural  promotion","Seccion","Matías  Andrés  ","Valverde","Jefe  de  Sección","+1  305-373-1889","",,"","","","cultural_cmiam@cancilleria.gob.ar","","miami.consulado.gob.ar","",Lunes,Viernes,08:30:00,16:30:00,"",
ELBNO,"Sección  Cultural","Sección  Prensa","Seccion","Federico  Enrique  ","Horak","Jefe  de  Sección","961  1  210  803","",,"",,"","elbno@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EBRAS,"Sección  Cultural","Sección  Cultural","Seccion","María  Julia  ","Cerrudo","Jefe  de  Sección","55  61  3212-7600","",,"","55  61  3212-7666","","cultura_ebras@cancilleria.gob.ar","",,"",,,,,"",
EPOLO,"Sección  Cultural","Sección  Cultural  de  la  Embajada  de  la  República  Argentina  en  la  República  de  Polonia","Seccion","0","","Jefe  de  Sección  Cultural","617  60  28","",,"","617  71  62","","cultura.epolo@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"al  público  9  a  16  hs.",
EHILE,"Sección  Cultural","Cultural  Section","Seccion","Melisa  Laura  ","Campitelli  Mayor","Jefa  de  Sección  Cultural","56-2-2582  2504/11","",,"","56-2-2639  3321","","culturales_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CSHAN,"Sección  Cultural  ","Sección  Cultural","Seccion","Federico  ","Avramides","Jefe  de  Sección  Cultural",,"",,"",,"","cshan@mrecic.gov.ar","",,"",,,,,"10:00  a  17:00  hs.",
EGREC,"Sección  Cultural","Cultural  Affairs  Section","Seccion","Juan  Nicolás  ","Pasamán  Castillo","Jefe  de  Sección  Cultural","(30)  210  722  4710","",,"","(30)  210  722  7568","","egrec@cancilleria.gob.ar","","http://egrec.cancilleria.gov.ar/","",,,,,"9:00  -  15:00",
EBELG,"Sección  Cultural","Cultural  Section","Seccion","Federico  Adrián  ","Burella","Jefe  de  Sección  Cultural","00  32  647  7812","00  32  2  626  0486",,"","00  32  2  647  9319","","cultura_ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
ESURI,"Sección  Cultural",,"Seccion","  Juan  Ignacio  ","Rossi  Sammartino","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"",,"",,"",,,,,,
EFRAN,"Sección  Cultural","Sección  Cultural","Seccion","Ana  Carolina","Ghiggino","Jefe  de  Sección  Cultural","0033144052700","",,"",,"","cultura_efran@mrecic.gov.ar","",,"",Lunes,Viernes,00:00:00,00:00:00,"09:00  a  13:00  y  14:00  a  17:00  hs",
ETRIA,"Sección  Cultural","Cultural  Section  ","Seccion","Patricio  G.  ","Urueña  Palacio","Jefe  de  Sección  Cultural","(43-1)  5338577","(43-1)5335171  //  (43-1)5338463",,"","(43-1)  5338797","(43-1)  5335651","cultura@embargviena.at","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESUIZ,"Sección  Cultural","Cultural  Section","Seccion","Daniela  Paula  ","Duverne","Jefe  de  Sección","0041  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,19:00:00,"",
EAZER,"Sección  Cultural","Sección  Cultural","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Cultural, Educativa  y  Turística","+994  12  4935942/44/45","",00  994  (51)  366  79  85,"","00  994  (12)  4935943","","eazer@mrecic.gov.ar","","eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ETAIL,"Sección  Cultural","Cultural  Section","Seccion","Gustavo  Héctor  ","Méndez","Jefe  de  Sección  Cultural","00  66  2  259-0401","",,"","00  66  2  259-0402","","etail@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMARR,"Sección  Cultural","Chief  of  the  Cultural  Section","Seccion","Melina  ","Erkekdjian","Jefe  de  Sección  Cultural","","",,"","","","emarr@cancilleria.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EUCRA,"Sección  Cultural","Sección  Cultural","Seccion","","","Jefe  de  Sección","","",,"","","","cultura_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EEEUU,"Sección  Cultural  y  de  Diplomacia  Pública","Jefe  de  Sección  Cultural  y  de  Diplomacia  Pública","Seccion","Sebastián  ","Di  Luca","Jefe  de  Sección  Cultural","00  1  202  238  6412","",,"","00  1  202  332  3171","","sei@embassyofargentina.us","",,"",,,,,"09:00  a  17:00  hs.",
ESUEC,"Sección  Cultural  y  de  Prensa","Cultural  Department","Seccion","Silvia  Clara  ","Cao","Jefe  de  Sección  Cultural","(0046)  86631965","",,"","","","esuec@cancilleria.gob.ar","","https://esuec.cancilleria.gob.ar/","",,,,,"09:00  a  17:00",
EBARB,"Sección  Cultural  y  Prensa","Cultural  and  Press  Section","Seccion","Angel  Gustavo  ","Dalmazzo","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EANGO,"Sección  Cultural  y  Prensa","Sección  Cultural  y  Prensa","Seccion","Secretario  Pablo  Ignacio","Cattaneo","Jefe  de  Sección  Cultural","","",,"","","","eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EPERU,"Sección  Cultural, Educación  y  Prensa","Culture, Education  and  Press  ","Seccion","Jorge  Pablo  ","Sartor","Jefe  de  Sección","(0051-1)  4414444","(0051-1)  4224304",,"",,"","cultural_eperu@mrecic.gov.ar","",,"",,,,,"9:00  A  17:30  HS",
ECORE,"Sección  Cultural, Educación  y  Turismo","Cultural  Section","Seccion","Fernando  S.  ","Corrales  Barboza","Jefe  de  Sección  Cultural, Educativa  y  Turística","00  82  2  793  4062","",,"","00  82  2  792-5820","","ecoreedu@mrecic.gov.ar","ecoreturismo@mrecic.gov.ar","https://ecore.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,18:00:00,"",
ESERB,"Sección  Cultural, Educación  y  Turismo","Cultural, Education  and  Tourism  Section","Seccion","Javier  Antranik  ","Chalian","Jefe  de  Sección  Cultural, Educativa  y  Turística",,"",,"",,"","eserb@cancilleria.gob.ar","","eserb.cancilleria.gob.ar","",Lunes,Viernes,08:30:00,15:00:00,"09.00  a  15.00  hs",
EITAL,"Sección  Cultural, Educación, Ciencia  y  Tecnología  ","Sección  Cultural, Educación, Ciencia  y  Tecnología","Seccion","Andrea  Alba  ","González","Jefe  de  Sección  Cultural","(39-06)  487  3866","",,"",,"","cultura_eital@mrecic.gov.ar","",,"",,,,,"Lunes  a  viernes  de  09.00  a  18.00  horas",
ECOLO,"Sección  Cultural, Educativa  y  Cooperación  Judicial","Sección  Cultural","Seccion","Federico  ","Romero  Pintos","Jefe  de  Sección","+57  601  288  0900","",,"","","","cultural_ecolo@cancilleria.gov.ar","",,"",,,,,"07:00  a  17:00",
ESAFR,"Sección  Cultural, Prensa  y  Diplomacia  Pública","Cultural, Press  and  Public  Diplomacy  Section","Seccion","Hugo  Matías  ","Almang","Jefe  de  Sección","27  12  4303524/7  ","",27  (0)  609921682,"","","","esafr@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EBOLV,"Sección  Cultural, Prensa, Educación, Derechos  Humanos  y  de  Cooperación  Técnica","Sección  de  Asuntos  Culturales  y  Educación, Género  y  Trata  de  Personas.","Seccion","Sebastián  ","Martínez  Cabail","Jefe  de  Sección","+591  2  2417737","+591  2  2417737",,"","591  2  2422727","","sxn@mrecic.gov.ar","","ebolv.mrecic.gov.ar","",,,,,"08:30  a  16:30",
ETRIA,"Sección  de  Administración","Administrative  Section","Seccion","Fernando  Alberto  ","Semorile","Jefe  de  Sección  Administrativa","(43-1)  5335171","",,"",,"","administracion@embargviena.at","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
CGMUM,"Sección  de  Administración","Sección  de  Administración","Seccion","","","Jefe  de  Sección  Administrativa","+91  22  22871381","",+91  9930310617,"","+91  22  22024746","","cgmum@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"El  horario  de  atención  general  es  de  09:00  a  17:00",
ECORE,"Sección  de  Administración  ","Sección  Administrativa","Seccion","Elva  Julieta  ","Martínez","Jefa  de  Sección  Administrativa","82  2-793-4062","",,"",,"","ecoreadm@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
EAZER,"Sección  de  Administración","Sección  de  Administración","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Administrativa","+994  12  4935942/44/45","",00  994  (51)  366  79  85,"","00  994  (12)  4935943","","eazer@mrecic.gov.ar","","www.eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EMOZA,"Sección  de  Administración  y  Finanzas","Administration  and  Finance  Section","Seccion","Lucía  Rosa  ","Filippi","Jefa  de  Sección  Administrativa","","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EITAL,"Sección  de  Cooperación  Internacional","Sección  de  Cooperación  Internacional","Seccion","Lucas  Ricardo  ","Paviolo","Jefe  de  Sección",,"",,"",,"","eital@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EMOZA,"Sección  de  Cooperación  Internacional  y  Ayuda  Humanitaria","International  Cooperation  and  Humanitarian  Aid  Section","Seccion","Pablo  Nicolás  ","Spahr","Jefe  de  Sección","","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPERU,"Sección  de  Cooperación  Judicial  y  Asuntos  de  Género","Sección  de  Cooperación  Judicial  y  Asuntos  de  Género","Seccion","Sofía  ","Etchegaray","Jefa  de  Sección",,"",,"",,"","eperu@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ETRIA,"Sección  de  Cooperación  Jurídica","Section  of  Legal  Cooperation  ","Seccion","Lucas  Martín  ","Mobrici","Jefe  de  Sección","43  15338463","",,"",,"","etria@mrecic.gov.ar;  embargviena@embargviena.at","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  de  Cultura, Turismo  y  Cooperación  Deportiva","Culture, Sport, Tourism  and  Sport  Cooperation  Section","Seccion","Nicolás  Antonio  David  ","Juncal","Jefe  de  Sección  Cultural, Educativa  y  Turística","+74955021025  ","",,"","","","cult_efrus@cancilleria.gob.ar","",,"",,,,,"9.30-18.00",
ETRIA,"Sección  de  DDHH  y  Género","Section  of  HHRR  and  Gender","Seccion","María  Paula  ","Zannini","Jefa  de  Sección",,"",,"",,"","bilaterales@embargviena.at","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EITAL,"Sección  de  Diplomacia  Pública, Comunicación  y  Prensa","Diplomacia  Pública, Comunicación  y  Prensa","Seccion","Carlos  Ezequiel  ","Medina","Jefe  de  Sección",,"",,"",,"","eital@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EALEM,"Sección  de  Prensa","Press  Section","Seccion","Mariano  Federico  ","Perez  Varela","Jefe  de  Sección  de  Prensa","00  49  (30)  2266  8939","",,"",,"","prensa_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  de  Prensa","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940/6711/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
EMEXI,"Sección  de  Prensa","Press  Department","Seccion","Leandro  Emiliano  ","Repetto","Jefe  de  Sección","  00  52  (55)  5520  9430","",,"",,"","prensa-emexi@mrecic.gov.ar","",,"",,,,,"09:00  a  17:00  hs",
EMOZA,"Sección  de  Prensa  y  Difusión","Press  and  Broadcasting","Seccion","María  Agustina  ","Mignone","Jefa  de  Sección","","",,"","","","emoza@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  de  Prensa  y  Difusión","Press  and  Media  Services  Section","Seccion","Nicolás  Antonio  David  ","Juncal","Jefe  de  Sección  de  Prensa","+74955021025  ","",,"",,"","prensa.efrus@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
EITAL,"Sección  de  Promoción  Comercial  y  Turismo","Promoción  Comercial, Cooperación  y  Turismo","Seccion","Alejandro","Luppino","Jefe  de  Sección",,"",,"",,"","eital@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
CSHAN,"Sección  Deportiva","Sección  Deportiva","Seccion","Federico  Nahuel  ","López  Brusau","Cónsul  Adjunto",,"",,"",,"","cshan@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPAKI,"Sección  Económica","Camilo  Silberkasten","Seccion","","","Jefe  de  Sección  Económica  y  Comercial","92  518438120","",923078880057,"",,"","secom_epaki@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
EJAPO,"Sección  Económica  -  Comercial  ","Economic  -  Trade  ","Seccion","María  Luciana","Alonso","Jefa  de  Sección",,"",,"",,"","comercial_ejapo@mrecic.gov.ar","",,"",,,,,"9:00  a  18:00  hs",
EESPA,"Sección  Económica  -  Comercial","Economic  -  Commercial  and  Investment","Seccion","  Natalia  Alejandra  ","Parrilli","Jefa  de  Sección","00  34  91  7710544","",34  639707564,"","00  34  91  7710526","","ecocomercial.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs",
ELBNO,"Sección  Económica  -  Comercial  e  Inversiones","Sección  Económica  y  Comercial","Seccion","Federico  Enrique  ","Horak","Jefe  de  Sección  Económica  y  Comercial","(961  -  1)  210  803  /804  int.14","",,"","","","comercial_elbno@mrecic.gov.ar","",,"",,,,,"",
ELBIA,"Sección  Económica  Comercial",,"Seccion","  Tomás  Ignacio  ","Villalba","Encargado  de  Negocios  a.i.","(216)  71  964871","00218  91  808  8311  //  (216)  54572777  //  (216)  54572777",(216)  54572777,"",,"",,"",,"",,,,,"Domingo  a  Jueves, de  09:00  a  16:00  horas",
EIRLA,"Sección  Económica  y    Comercial","Commercial  and  Economic  Section","Seccion","Juan  Andrés  ","Taccetti","Jefe/a  de  Sección  Económica  y  Comercial","353  1  269  1546","",353  87  980  5098,"","353  ","","comercial_eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESERB,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Javier  Antranik  ","Chalian","Jefe  de  Sección",,"",,"",,"","eserb@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
EBARB,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Angel  Gustavo  ","Dalmazzo","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
ECEUR,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","María  Constanza","Crespo","Jefa  de  Sección  Económica  y  Comercial","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","",,"",,,,,"",""
CGMUM,"Sección  Económica  y  Comercial","Trade  Section","Seccion","Cecilia  Mónica  ","Risolo","Jefe  de  Sección  Económica  y  Comercial","+91  22871382","",+91  99303  10617,"","","","cgmum@mrecic.gov.ar","","https://cgmum.cancilleria.gob.ar/","",,,,,"09:00  /  17:00  horas.  ",
EGREC,"Sección  Económica  y  Comercial","Economic  and  Commercial  Affairs  Section","Seccion","Danilo  Luis  ","Baroni","Jefe  de  Sección  Económica  y  Comercial","(30-210)  722  4710","(30-210)  722  4753  //  (30-210)  724  4158  //  (30-210)  725  0946",,"","(30-210)  722  7568","","egrec@cancilleria.gob.ar","","http://egrec.cancilleria.gov.ar/","",,,,,"9:00  -  15:00",
CRIOJ,"Sección  Económica  y  Comercial",,"Seccion","Vanina","Yanino","Cónsul  General  Adjunto","00  55  (21)  3850-8150  opción  3","",,"",,"","comercialrio@cancilleria.gob.ar","",,"",,,,,"9:30  a  17:30  hs.",
EETIO,"Sección  Económica  y  Comercial","Trade  and  Economic  Affairs","Seccion","Analía  Verónica  ","Enríquez","Jefe  de  Sección  Económica  y  Comercial","+251116672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
EALEM,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section  ","Seccion","Andrés  ","Ventafridda","Jefe  de  Sección  Económica  y  Comercial","00  49  (30)  2266  8927","",,"",,"","economia_ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHIN,"Sección  Económica  y  Comercial","Jefe  Secciòn  Econòmica  y  Comercial","Seccion","Julián","Canessa","Jefe  de  Sección  Económica  y  Comercial","(+86-10)  6532  1406  ext.  27","",+86-138-1085-4349,"","","","echin@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
ENORU,"Sección  Económica  y  Comercial","Trade  Section","Seccion","  Lucía  ","Raffin","Jefa  de  Sección  Económica  y  Comercial","47  23273206","",,"",,"","comercial.enoru@mrecic.gov.ar","","https://enoru.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,16:00:00,"",
ECORE,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Santiago  Manuel  ","Molle","Jefe  de  Sección  Económica  y  Comercial","00  82  2  798  1145  ","",,"","00  82  2  792-5820","","ecorecom@mrecic.gov.ar","","ecore.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,18:00:00,"",
EFRUS,"Sección  Económica  y  Comercial","Economy  &  Trade  Section","Seccion","  Cristian  Nicolás  ","Sokolowski","Jefe  de  Sección  Económica  y  Comercial","+74955021020","",,"",,"","secom_efrus@cancilleria.gob.ar","comercial.rusia@cancilleria.gob.ar",,"",,,,,"9.30-18.00",
EARGE,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","José  Antonio  ","Viceconte","Jefe  de  Sección  Económica  y  Comercial","+213  (0)  23187435","",+213  (0)  770381010,"","+213  (0)  23187439","","secom_earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EECUA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial  ","Seccion","Alejandra  Elena  ","Di  Vico","Jefe  de  Sección  Económica  y  Comercial","593  2562292","",,"",,"","comercial_eecua@cancilleria.gov.ar","",,"",Lunes,Viernes,,,"9  A  17  HORAS",
EDOMI,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Vanina  ","Rinaudo","Jefa  de  Sección  Económica  y  Comercial",,"",,"",,"","edomi@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,16:00:00,"",
CSCRS,"Sección  Económica  y  Comercial","Jefe  de  Seccion  Economica  y  Comercial","Seccion","Ramiro  Ignacio  ","Lascano","Cónsul  General","(00-  591-  3)  334  7133","(00-  591-  3)  332  4153",,"","(00-  591-  3)  334  8200","","cscrs@cancilleria.gob.ar","","https://cscrs.cancilleria.gob.ar/","",Lunes,Viernes,08:00:00,16:00:00,"",
ERUMA,"Sección  Económica  y  Comercial",,"Seccion","  Felipe  G.  ","Alvarez  de  Toledo","Jefe  de  Sección",,"",,"",,"",,"",,"",,,,,"9  a  17  horas",
EMARR,"Sección  Económica  y  Comercial","Chief  of  the  Economic  and  Commercial  Section","Seccion","Juan  Luis  ","Cura","Jefe  de  Sección  Económica  y  Comercial","","",00212661297319,"","","","emarr@cancilleria.gob.ar","",,"",,,,,"",
EEEUU,"Sección  Económica  y  Comercial",,"Seccion","  Pablo  José  ","Rodríguez  Brizuela","Jefe  de  Sección  Económica  y  Comercial","00  1  202  238  6416","00  1  202  238  6413",,"","00  1  202  332  3171","","econargusa@embassyofargentina.us","","www.embassyofargentina.us","",,,,,"09:00  a  17:00  hs.",
EKUWA,"Sección  Económica  y  Comercial","ekuwa","Seccion","Claudia  Alejandra  ","Zampieri","Embajador","(965)  25213202","",,"","(965)  25213202","","ekuwa@cancilleria.gob.ar","",,"",,,,,"08:30  a  15:30",
EVENE,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Eduardo  Alberto  ","Canale","Jefe  de  Sección  Económica  y  Comercial","58  212  2634262","",58  414  2387145,"",,"","evene@cancilleria.gob.ar","comercial_evene@mrecic.gov.ar","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EARME,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Juan  B.  ","Scartascini  del  Río","Jefe  de  Sección  Económica  y  Comercial","00374  (010)  576451","00374  (010)  576452",,"","00374  (010)  577151","","comercial_earme@mrecic.gov.ar","",,"",Lunes,Viernes,09:30:00,18:00:00,"",
ENZEL,"Sección  Económica  y  Comercial","Economic  and  Trade  Section","Seccion","Javier  Alfredo  ","De  Cicco","Jefe  de  Sección  Económica  y  Comercial","0064  4  4728330","",,"",,"","comercial_enzel@mrecic.gov.ar","",,"",,,,,"Lunes  a  Viernes  de  9:00  a  17:00",
EHAIT,"Sección  Económica  y  Comercial","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940-67/11/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"9.00  hs  a  17.00  hs",
CNYOR,"Sección  Económica  y  Comercial","Commercial  Promotion","Seccion","  Alejandro  Gabriel  ","Nervegna","Jefe  de  Sección  Económica  y  Comercial","1  212  603  0418","",,"","","","comercial@cnyor.com","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EANGO,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Pablo  Ignacio  ","Cattaneo","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","secom.eango@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
ECHES,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section  ","Seccion","Eduardo  Raúl  ","Cavallero","Jefe  de  Sección",,"",,"",,"","eches-comercial@cancilleria.gob.ar","",,"",,,,,"09:00  a  17:00  horas",
ETURQ,"Sección  Económica  y  Comercial","Commercial  Promotion","Seccion","María  del  Pilar  ","Irala","Jefe  de  Sección","+90  312  446  2061","",+90  533  548  9718,"","","","comercial_eturq@mrecic.gov.ar","","http://turquia.embajada.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
CCHIC,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Pablo  Javier  ","Hartstein","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","argentradechicago@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
